Game State,Home Team,Home Conference,Home Score,Away Team,Away Conference,Away Score,Result,Neutral Field?,Date,NCAA Game ID Link
final,Grand Canyon,WAC,1,Air Force,WAC,2,-1,0,10-10-2024,/game/6310692
final,Seattle U,WAC,1,UNLV,WAC,1,0,0,10-10-2024,/game/6310695
final,San Jose St.,WAC,0,Utah Tech,WAC,0,0,0,10-10-2024,/game/6310697
final,Marist,MAAC,4,Canisius,MAAC,1,1,0,10-11-2024,/game/6310698
final,SMU,ACC,2,Stanford,ACC,2,0,0,10-11-2024,/game/6310704
final,Lehigh,Patriot,3,American,Patriot,1,1,0,10-11-2024,/game/6310700
final,Virginia Tech,ACC,0,NC State,ACC,0,0,0,10-11-2024,/game/6310699
final,Rutgers,Big Ten,1,Northwestern,Big Ten,2,-1,0,10-11-2024,/game/6309528
final,Indiana,Big Ten,2,Penn St.,Big Ten,0,1,0,10-11-2024,/game/6309545
final,Michigan St.,Big Ten,2,Wisconsin,Big Ten,0,1,0,10-11-2024,/game/6309568
final,Central Ark.,ASUN,1,Jacksonville,ASUN,2,-1,0,10-11-2024,/game/6310701
final,High Point,Big South,5,Longwood,Big South,0,1,0,10-11-2024,/game/6310703
final,Ga. Southern,Sun Belt,2,West Virginia,Sun Belt,4,-1,0,10-11-2024,/game/6310705
final,Georgia St.,Sun Belt,0,South Carolina,Sun Belt,2,-1,0,10-11-2024,/game/6310706
final,Boston College,ACC,0,Virginia,ACC,1,-1,0,10-11-2024,/game/6310707
final,Kentucky,Sun Belt,1,Old Dominion,Sun Belt,0,1,0,10-11-2024,/game/6310708
final,Fla. Atlantic,AAC,3,South Fla.,AAC,1,1,0,10-11-2024,/game/6310709
final,Pittsburgh,ACC,0,California,ACC,1,-1,0,10-11-2024,/game/6310710
final,Delaware,CAA,3,UNCW,CAA,1,1,0,10-11-2024,/game/6310711
final,Notre Dame,ACC,1,North Carolina,ACC,1,0,0,10-11-2024,/game/6310712
final,Navy,Patriot,1,Army West Point,Patriot,2,-1,0,10-11-2024,/game/6310713
final,Louisville,ACC,2,Clemson,ACC,3,-1,0,10-11-2024,/game/6310714
final,UCLA,Big Ten,2,Ohio St.,Big Ten,1,1,0,10-11-2024,/game/6309513
final,Washington,Big Ten,2,Maryland,Big Ten,3,-1,0,10-11-2024,/game/6311286
final,Robert Morris,Horizon,3,Wright St.,Horizon,1,1,0,10-12-2024,/game/6310715
final,Stony Brook,CAA,1,Drexel,CAA,2,-1,0,10-12-2024,/game/6310717
final,Loyola Maryland,Patriot,2,Colgate,Patriot,1,1,0,10-12-2024,/game/6310718
final,UMass Lowell,America East,1,Bryant,America East,2,-1,0,10-12-2024,/game/6310723
final,George Washington,Atlantic 10,2,Saint Joseph's,Atlantic 10,0,1,0,10-12-2024,/game/6310724
final,Stonehill,NEC,0,Le Moyne,NEC,2,-1,0,10-12-2024,/game/6310725
final,Col. of Charleston,CAA,1,Northeastern,CAA,1,0,0,10-12-2024,/game/6310726
final,Boston U.,Patriot,1,Bucknell,Patriot,0,1,0,10-12-2024,/game/6310727
final,VMI,SoCon,0,Mercer,SoCon,3,-1,0,10-12-2024,/game/6310728
final,Marquette,Big East,0,Providence,Big East,1,-1,0,10-12-2024,/game/6310719
final,Green Bay,Horizon,0,Northern Ky.,Horizon,0,0,0,10-12-2024,/game/6310721
final,St. Thomas (MN),Summit League,0,Oral Roberts,Summit League,2,-1,0,10-12-2024,/game/6310722
final,Hofstra,CAA,1,Campbell,CAA,0,1,0,10-12-2024,/game/6310730
final,Saint Peter's,MAAC,1,Manhattan,MAAC,1,0,0,10-12-2024,/game/6310731
final,Temple,AAC,0,Memphis,AAC,0,0,0,10-12-2024,/game/6310732
final,Niagara,MAAC,1,Iona,MAAC,5,-1,0,10-12-2024,/game/6310733
final,Detroit Mercy,Horizon,2,Milwaukee,Horizon,1,1,0,10-12-2024,/game/6310734
final,Oakland,Horizon,1,Purdue Fort Wayne,Horizon,0,1,0,10-12-2024,/game/6310735
final,Seton Hall,Big East,2,Butler,Big East,1,1,0,10-12-2024,/game/6310736
final,USC Upstate,Big South,3,Radford,Big South,2,1,0,10-12-2024,/game/6310737
final,UC Davis,Big West,2,Cal St. Fullerton,Big West,1,1,0,10-12-2024,/game/6310716
final,NIU,MVC,1,Western Mich.,MVC,2,-1,0,10-12-2024,/game/6310738
final,Mount St. Mary's,MAAC,2,Sacred Heart,MAAC,2,0,0,10-12-2024,/game/6310740
final,Merrimack,MAAC,0,Siena,MAAC,3,-1,0,10-12-2024,/game/6310741
final,Dartmouth,Ivy League,2,Columbia,Ivy League,2,0,0,10-12-2024,/game/6310742
final,La Salle,Atlantic 10,0,St. Bonaventure,Atlantic 10,1,-1,0,10-12-2024,/game/6310743
final,Rider,MAAC,2,Quinnipiac,MAAC,0,1,0,10-12-2024,/game/6310744
final,Princeton,Ivy League,0,Cornell,Ivy League,1,-1,0,10-12-2024,/game/6310745
final,Penn,Ivy League,2,Brown,Ivy League,0,1,0,10-12-2024,/game/6310746
final,William & Mary,CAA,0,Monmouth,CAA,1,-1,0,10-12-2024,/game/6310748
final,Queens (NC),ASUN,1,Stetson,ASUN,2,-1,0,10-12-2024,/game/6310749
final,New Hampshire,America East,1,Binghamton,America East,2,-1,0,10-12-2024,/game/6310750
final,Yale,Ivy League,0,Harvard,Ivy League,1,-1,0,10-12-2024,/game/6310751
final,Lafayette,Patriot,2,Holy Cross,Patriot,0,1,0,10-12-2024,/game/6310752
final,LMU (CA),WCC,1,Pacific,WCC,0,1,0,10-12-2024,/game/6310739
final,Belmont,MVC,1,Missouri St.,MVC,2,-1,0,10-12-2024,/game/6310747
final,George Mason,Atlantic 10,1,Duquesne,Atlantic 10,2,-1,0,10-12-2024,/game/6310754
final,Bowling Green,MVC,0,Drake,MVC,0,0,0,10-12-2024,/game/6310756
final,James Madison,Sun Belt,0,Coastal Carolina,Sun Belt,0,0,0,10-12-2024,/game/6310757
final,UMBC,America East,2,UAlbany,America East,3,-1,0,10-12-2024,/game/6310758
final,Charlotte,AAC,0,FIU,AAC,0,0,0,10-12-2024,/game/6310759
final,Akron,Big East,3,Villanova,Big East,2,1,0,10-12-2024,/game/6310760
final,Wofford,SoCon,0,ETSU,SoCon,2,-1,0,10-12-2024,/game/6310761
final,Davidson,Atlantic 10,4,Massachusetts,Atlantic 10,2,1,0,10-12-2024,/game/6310762
final,Dayton,Atlantic 10,2,Fordham,Atlantic 10,4,-1,0,10-12-2024,/game/6310764
final,UNC Greensboro,SoCon,1,Furman,SoCon,0,1,0,10-12-2024,/game/6310769
final,UConn,Big East,0,Georgetown,Big East,1,-1,0,10-12-2024,/game/6310772
final,St. John's (NY),Big East,4,DePaul,Big East,1,1,0,10-12-2024,/game/6310773
final,VCU,Atlantic 10,1,Loyola Chicago,Atlantic 10,2,-1,0,10-12-2024,/game/6310774
final,Duke,ACC,0,Wake Forest,ACC,0,0,0,10-12-2024,/game/6310775
final,Xavier,Big East,0,Creighton,Big East,1,-1,0,10-12-2024,/game/6310776
final,Cleveland St.,Horizon,2,IU Indy,Horizon,1,1,0,10-12-2024,/game/6310778
final,Rhode Island,Atlantic 10,0,Saint Louis,Atlantic 10,1,-1,0,10-12-2024,/game/6310779
final,Winthrop,Big South,2,UNC Asheville,Big South,0,1,0,10-12-2024,/game/6310729
final,Gardner-Webb,Big South,2,Presbyterian,Big South,2,0,0,10-12-2024,/game/6310781
final,Evansville,MVC,3,UIC,MVC,1,1,0,10-12-2024,/game/6310765
final,UAB,AAC,1,Tulsa,AAC,1,0,0,10-12-2024,/game/6310766
final,Lipscomb,ASUN,1,North Florida,ASUN,2,-1,0,10-12-2024,/game/6310770
final,Kansas City,Summit League,1,Denver,Summit League,0,1,0,10-12-2024,/game/6310771
final,UC Irvine,Big West,0,UC Santa Barbara,Big West,1,-1,0,10-12-2024,/game/6310753
final,CSU Bakersfield,Big West,2,CSUN,Big West,1,1,0,10-12-2024,/game/6310755
final,Cal Poly,Big West,0,UC Riverside,Big West,0,0,0,10-12-2024,/game/6310763
final,Santa Clara,WCC,0,Saint Mary's (CA),WCC,0,0,0,10-12-2024,/game/6310768
final,UC San Diego,Big West,2,Sacramento St.,Big West,0,1,0,10-12-2024,/game/6310777
final,California Baptist,WAC,1,San Diego St.,WAC,2,-1,0,10-12-2024,/game/6310780
final,Southern Ind.,OVC,0,UIW,OVC,0,0,0,10-13-2024,/game/6310782
final,LIU,NEC,2,FDU,NEC,1,1,0,10-13-2024,/game/6310787
final,UTRGV,WAC,5,Air Force,WAC,1,1,0,10-13-2024,/game/6310784
final,SIUE,OVC,3,Liberty,OVC,1,1,0,10-13-2024,/game/6310783
final,Vermont,America East,2,NJIT,America East,0,1,0,10-13-2024,/game/6310720
final,Central Conn. St.,NEC,2,Chicago St.,NEC,4,-1,0,10-13-2024,/game/6310789
final,Saint Francis,NEC,3,Howard,NEC,0,1,0,10-13-2024,/game/6310790
final,Eastern Ill.,OVC,0,Houston Christian,OVC,3,-1,0,10-13-2024,/game/6310791
final,Seattle U,WAC,1,Utah Tech,WAC,0,1,0,10-13-2024,/game/6310785
final,San Francisco,WCC,1,Portland,WCC,1,0,0,10-13-2024,/game/6310786
final,Lindenwood,OVC,1,Western Ill.,OVC,0,1,0,10-13-2024,/game/6310792
final,San Jose St.,WAC,0,UNLV,WAC,0,0,0,10-13-2024,/game/6310788
final,UCF,Sun Belt,0,Marshall,Sun Belt,2,-1,0,10-13-2024,/game/6310702
final,Grand Canyon,WAC,1,Utah Valley,WAC,0,1,0,10-13-2024,/game/6310793
final,Boston College,ACC,5,Suffolk,CNE,1,1,0,10-14-2024,/game/6310794
final,Pittsburgh,ACC,0,High Point,Big South,1,-1,0,10-14-2024,/game/6310795
final,La Salle,Atlantic 10,6,Neumann,Atlantic East,0,1,0,10-14-2024,/game/6310796
final,Western Mich.,MVC,2,Green Bay,Horizon,0,1,0,10-15-2024,/game/6310831
final,Massachusetts,Atlantic 10,1,Holy Cross,Patriot,0,1,0,10-15-2024,/game/6310799
final,Bellarmine,ASUN,1,IU Indy,Horizon,0,1,0,10-15-2024,/game/6310798
final,Le Moyne,NEC,1,Lafayette,Patriot,2,-1,0,10-15-2024,/game/6310797
final,Colgate,Patriot,1,Cornell,Ivy League,4,-1,0,10-15-2024,/game/6310800
final,NC State,ACC,1,Hofstra,CAA,1,0,0,10-15-2024,/game/6310801
final,Temple,AAC,2,Mercyhurst,NEC,0,1,0,10-15-2024,/game/6310802
final,William & Mary,CAA,2,North Carolina,ACC,5,-1,0,10-15-2024,/game/6310807
final,St. Bonaventure,Atlantic 10,4,Bucknell,Patriot,1,1,0,10-15-2024,/game/6310806
final,UNCW,CAA,1,Wake Forest,ACC,4,-1,0,10-15-2024,/game/6310805
final,ETSU,SoCon,3,Gardner-Webb,Big South,1,1,0,10-15-2024,/game/6310808
final,New Hampshire,America East,1,Yale,Ivy League,0,1,0,10-15-2024,/game/6310809
final,Lehigh,Patriot,0,Fairfield,MAAC,0,0,0,10-15-2024,/game/6310810
final,Northeastern,CAA,4,Dartmouth,Ivy League,2,1,0,10-15-2024,/game/6310804
final,Michigan,Big Ten,0,Indiana,Big Ten,5,-1,0,10-15-2024,/game/6309590
final,Virginia,ACC,4,American,Patriot,2,1,0,10-15-2024,/game/6310815
final,UConn,Big East,0,Bryant,America East,0,0,0,10-15-2024,/game/6310825
final,Virginia Tech,ACC,6,Winthrop,Big South,0,1,0,10-15-2024,/game/6310816
final,Wofford,SoCon,0,Longwood,Big South,1,-1,0,10-15-2024,/game/6310818
final,Kentucky,Sun Belt,2,Bradley,MVC,2,0,0,10-15-2024,/game/6310819
final,Dayton,Atlantic 10,5,West Virginia,Sun Belt,1,1,0,10-15-2024,/game/6310820
final,UNC Greensboro,SoCon,4,Elon,CAA,1,1,0,10-15-2024,/game/6310821
final,Delaware,CAA,4,George Washington,Atlantic 10,1,1,0,10-15-2024,/game/6310822
final,Saint Joseph's,Atlantic 10,2,Mount St. Mary's,MAAC,0,1,0,10-15-2024,/game/6310823
final,FGCU,ASUN,0,Fla. Atlantic,AAC,3,-1,0,10-15-2024,/game/6310824
final,Ga. Southern,Sun Belt,1,James Madison,Sun Belt,3,-1,0,10-15-2024,/game/6310457
final,Princeton,Ivy League,0,Army West Point,Patriot,1,-1,0,10-15-2024,/game/6310827
final,Clemson,ACC,4,Queens (NC),ASUN,2,1,0,10-15-2024,/game/6310814
final,Monmouth,CAA,1,Penn,Ivy League,0,1,0,10-15-2024,/game/6310813
final,Georgia St.,Sun Belt,1,Mercer,SoCon,1,0,0,10-15-2024,/game/6310659
final,Memphis,AAC,1,Missouri St.,MVC,3,-1,0,10-15-2024,/game/6310803
final,Presbyterian,Big South,0,Furman,SoCon,2,-1,0,10-15-2024,/game/6310812
final,Maryland,Big Ten,2,George Mason,Atlantic 10,0,1,0,10-15-2024,/game/6311287
final,SMU,ACC,1,Central Ark.,ASUN,0,1,0,10-15-2024,/game/6310811
final,Northwestern,Big Ten,0,Wisconsin,Big Ten,0,0,0,10-15-2024,/game/6309529
final,VMI,SoCon,10,Mary Baldwin,USA South,0,1,0,10-16-2024,/game/6310830
final,Western Ill.,OVC,2,Southern Ind.,OVC,0,1,0,10-16-2024,/game/6310829
final,Sacramento St.,Big West,5,CSUN,Big West,0,1,0,10-16-2024,/game/6310828
final,Col. of Charleston,CAA,2,North Florida,ASUN,1,1,0,10-16-2024,/game/6310834
final,VCU,Atlantic 10,1,FIU,AAC,1,0,0,10-16-2024,/game/6310838
final,Duke,ACC,10,Howard,NEC,0,1,0,10-16-2024,/game/6310839
final,Louisville,ACC,2,Evansville,MVC,2,0,0,10-16-2024,/game/6310840
final,Denver,Summit League,2,Omaha,Summit League,0,1,0,10-16-2024,/game/6310833
final,Oral Roberts,Summit League,1,Kansas City,Summit League,2,-1,0,10-16-2024,/game/6310836
final,UC Irvine,Big West,1,CSU Bakersfield,Big West,0,1,0,10-16-2024,/game/6310832
final,UC Santa Barbara,Big West,3,UC Davis,Big West,1,1,0,10-16-2024,/game/6310835
final,UC Riverside,Big West,3,Cal St. Fullerton,Big West,3,0,0,10-16-2024,/game/6310837
final,UC San Diego,Big West,1,Cal Poly,Big West,0,1,0,10-16-2024,/game/6310841
final,FDU,NEC,1,Stonehill,NEC,3,-1,0,10-17-2024,/game/6310843
final,San Diego St.,WAC,2,Seattle U,WAC,1,1,0,10-17-2024,/game/6310842
final,Liberty,OVC,2,Eastern Ill.,OVC,0,1,0,10-17-2024,/game/6310844
final,Houston Christian,OVC,1,Lindenwood,OVC,1,0,0,10-17-2024,/game/6310847
final,UIW,OVC,0,SIUE,OVC,0,0,0,10-17-2024,/game/6310845
final,Utah Tech,WAC,1,Grand Canyon,WAC,0,1,0,10-17-2024,/game/6310846
final,San Diego,WCC,2,Santa Clara,WCC,1,1,0,10-17-2024,/game/6310850
final,California Baptist,WAC,3,San Jose St.,WAC,0,1,0,10-17-2024,/game/6310848
final,San Francisco,WCC,2,Stanford,ACC,0,1,0,10-17-2024,/game/6310849
final,UNLV,WAC,2,UTRGV,WAC,0,1,0,10-17-2024,/game/6310851
final,Rutgers,Big Ten,0,UCLA,Big Ten,3,-1,0,10-18-2024,/game/6309557
final,Indiana,Big Ten,3,Michigan St.,Big Ten,1,1,0,10-18-2024,/game/6309569
final,UCF,Sun Belt,2,Old Dominion,Sun Belt,0,1,0,10-18-2024,/game/6310852
final,South Fla.,AAC,1,Memphis,AAC,0,1,0,10-18-2024,/game/6310853
final,Winthrop,Big South,0,High Point,Big South,3,-1,0,10-18-2024,/game/6310857
final,Ga. Southern,Sun Belt,1,Georgia St.,Sun Belt,1,0,0,10-18-2024,/game/6310859
final,UIC,MVC,0,Belmont,MVC,1,-1,0,10-18-2024,/game/6310854
final,Tulsa,AAC,0,Charlotte,AAC,1,-1,0,10-18-2024,/game/6310858
final,Coastal Carolina,Sun Belt,0,Marshall,Sun Belt,0,0,0,10-18-2024,/game/6310860
final,Northwestern,Big Ten,1,Michigan,Big Ten,0,1,0,10-18-2024,/game/6309530
final,Portland,WCC,2,California,ACC,0,1,0,10-18-2024,/game/6310856
final,Oregon St.,WCC,4,Gonzaga,WCC,2,1,0,10-18-2024,/game/6310855
final,Washington,Big Ten,3,Penn St.,Big Ten,1,1,0,10-18-2024,/game/6309546
final,St. Bonaventure,Atlantic 10,1,Dayton,Atlantic 10,2,-1,0,10-19-2024,/game/6310862
final,Providence,Big East,1,St. John's (NY),Big East,1,0,0,10-19-2024,/game/6310863
final,Brown,Ivy League,3,Harvard,Ivy League,1,1,0,10-19-2024,/game/6310864
final,West Virginia,Sun Belt,1,South Carolina,Sun Belt,0,1,0,10-19-2024,/game/6310861
final,Georgetown,Big East,2,Seton Hall,Big East,0,1,0,10-19-2024,/game/6310865
final,Northeastern,CAA,6,Delaware,CAA,0,1,0,10-19-2024,/game/6310866
final,Loyola Maryland,Patriot,4,Lehigh,Patriot,1,1,0,10-19-2024,/game/6310868
final,Drexel,CAA,1,William & Mary,CAA,1,0,0,10-19-2024,/game/6310869
final,Bradley,MVC,1,Drake,MVC,2,-1,0,10-19-2024,/game/6310867
final,IU Indy,Horizon,2,Northern Ky.,Horizon,1,1,0,10-19-2024,/game/6310870
final,UNCW,CAA,4,Stony Brook,CAA,0,1,0,10-19-2024,/game/6310871
final,Saint Peter's,MAAC,1,Merrimack,MAAC,2,-1,0,10-19-2024,/game/6310872
final,DePaul,Big East,0,Akron,Big East,4,-1,0,10-19-2024,/game/6310873
final,Canisius,MAAC,1,Sacred Heart,MAAC,2,-1,0,10-19-2024,/game/6310876
final,Colgate,Patriot,0,Boston U.,Patriot,1,-1,0,10-19-2024,/game/6310877
final,NJIT,America East,2,UAlbany,America East,1,1,0,10-19-2024,/game/6310878
final,Radford,Big South,0,UNC Asheville,Big South,0,0,0,10-19-2024,/game/6310879
final,Siena,MAAC,2,Iona,MAAC,1,1,0,10-19-2024,/game/6310880
final,Quinnipiac,MAAC,0,Marist,MAAC,2,-1,0,10-19-2024,/game/6310882
final,Wright St.,Horizon,1,Oakland,Horizon,2,-1,0,10-19-2024,/game/6310883
final,Creighton,Big East,3,Villanova,Big East,1,1,0,10-19-2024,/game/6310875
final,Loyola Chicago,Atlantic 10,2,La Salle,Atlantic 10,1,1,0,10-19-2024,/game/6310881
final,Mount St. Mary's,MAAC,1,Niagara,MAAC,0,1,0,10-19-2024,/game/6310884
final,Columbia,Ivy League,1,Princeton,Ivy League,2,-1,0,10-19-2024,/game/6310885
final,Vermont,America East,1,Bryant,America East,0,1,0,10-19-2024,/game/6310887
final,Saint Joseph's,Atlantic 10,1,George Mason,Atlantic 10,4,-1,0,10-19-2024,/game/6310888
final,Sacramento St.,Big West,3,UC Santa Barbara,Big West,1,1,0,10-19-2024,/game/6310874
final,NC State,ACC,5,SMU,ACC,1,1,0,10-19-2024,/game/6310889
final,North Carolina,ACC,1,Pittsburgh,ACC,2,-1,0,10-19-2024,/game/6310890
final,Fordham,Atlantic 10,3,George Washington,Atlantic 10,1,1,0,10-19-2024,/game/6310891
final,Jacksonville,ASUN,0,Queens (NC),ASUN,0,0,0,10-19-2024,/game/6310892
final,Binghamton,America East,1,UMass Lowell,America East,0,1,0,10-19-2024,/game/6310893
final,Presbyterian,Big South,1,USC Upstate,Big South,2,-1,0,10-19-2024,/game/6310894
final,Wake Forest,ACC,2,Virginia Tech,ACC,1,1,0,10-19-2024,/game/6310895
final,Monmouth,CAA,1,Elon,CAA,0,1,0,10-19-2024,/game/6310896
final,American,Patriot,1,Lafayette,Patriot,0,1,0,10-19-2024,/game/6310899
final,Furman,SoCon,4,VMI,SoCon,1,1,0,10-19-2024,/game/6310900
final,James Madison,Sun Belt,2,Kentucky,Sun Belt,0,1,0,10-19-2024,/game/6310901
final,Virginia,ACC,3,Syracuse,ACC,0,1,0,10-19-2024,/game/6310902
final,Mercer,SoCon,0,ETSU,SoCon,1,-1,0,10-19-2024,/game/6310903
final,Wofford,SoCon,3,UNC Greensboro,SoCon,2,1,0,10-19-2024,/game/6310904
final,North Florida,ASUN,3,Bellarmine,ASUN,0,1,0,10-19-2024,/game/6310905
final,Stetson,ASUN,1,Central Ark.,ASUN,1,0,0,10-19-2024,/game/6310906
final,Butler,Big East,0,UConn,Big East,1,-1,0,10-19-2024,/game/6310907
final,Duquesne,Atlantic 10,1,Davidson,Atlantic 10,0,1,0,10-19-2024,/game/6310912
final,Fairfield,MAAC,0,Rider,MAAC,1,-1,0,10-19-2024,/game/6310913
final,Purdue Fort Wayne,Horizon,1,Detroit Mercy,Horizon,1,0,0,10-19-2024,/game/6310915
final,FGCU,ASUN,2,Lipscomb,ASUN,0,1,0,10-19-2024,/game/6310916
final,New Hampshire,America East,2,UMBC,America East,1,1,0,10-19-2024,/game/6310918
final,Campbell,CAA,0,Col. of Charleston,CAA,2,-1,0,10-19-2024,/game/6310919
final,Dartmouth,Ivy League,4,Yale,Ivy League,0,1,0,10-19-2024,/game/6310921
final,Notre Dame,ACC,1,Boston College,ACC,1,0,0,10-19-2024,/game/6310923
final,Xavier,Big East,0,Marquette,Big East,0,0,0,10-19-2024,/game/6310924
final,Rhode Island,Atlantic 10,1,Massachusetts,Atlantic 10,2,-1,0,10-19-2024,/game/6310925
final,Longwood,Big South,1,Gardner-Webb,Big South,2,-1,0,10-19-2024,/game/6310926
final,Wisconsin,Big Ten,2,Ohio St.,Big Ten,3,-1,0,10-19-2024,/game/6309514
final,Milwaukee,Horizon,1,Cleveland St.,Horizon,0,1,0,10-19-2024,/game/6310908
final,Omaha,Summit League,0,Oral Roberts,Summit League,1,-1,0,10-19-2024,/game/6310909
final,UAB,AAC,0,Temple,AAC,1,-1,0,10-19-2024,/game/6310910
final,Saint Louis,Atlantic 10,1,VCU,Atlantic 10,1,0,0,10-19-2024,/game/6310911
final,Kansas City,Summit League,1,St. Thomas (MN),Summit League,2,-1,0,10-19-2024,/game/6310920
final,NIU,MVC,1,Evansville,MVC,2,-1,0,10-19-2024,/game/6310922
final,Cal St. Fullerton,Big West,0,Cal Poly,Big West,1,-1,0,10-19-2024,/game/6310897
final,CSU Bakersfield,Big West,3,UC San Diego,Big West,1,1,0,10-19-2024,/game/6310898
final,CSUN,Big West,0,UC Irvine,Big West,1,-1,0,10-19-2024,/game/6310914
final,UC Riverside,Big West,1,UC Davis,Big West,1,0,0,10-19-2024,/game/6310917
final,Saint Francis,NEC,3,Chicago St.,NEC,1,1,0,10-20-2024,/game/6310927
final,Cornell,Ivy League,2,Penn,Ivy League,3,-1,0,10-20-2024,/game/6310886
final,Stonehill,NEC,3,Mercyhurst,NEC,3,0,0,10-20-2024,/game/6310937
final,Le Moyne,NEC,4,Central Conn. St.,NEC,0,1,0,10-20-2024,/game/6310933
final,Robert Morris,Horizon,5,Green Bay,Horizon,0,1,0,10-20-2024,/game/6310932
final,Holy Cross,Patriot,3,Navy,Patriot,0,1,0,10-20-2024,/game/6310931
final,Army West Point,Patriot,0,Bucknell,Patriot,1,-1,0,10-20-2024,/game/6310929
final,Liberty,OVC,5,Southern Ind.,OVC,0,1,0,10-20-2024,/game/6310928
final,Houston Christian,OVC,1,SIUE,OVC,0,1,0,10-20-2024,/game/6310935
final,UIW,OVC,2,Lindenwood,OVC,2,0,0,10-20-2024,/game/6310930
final,Howard,NEC,4,LIU,NEC,1,1,0,10-20-2024,/game/6310940
final,Air Force,WAC,0,Utah Valley,WAC,2,-1,0,10-20-2024,/game/6310934
final,Western Ill.,OVC,1,Eastern Ill.,OVC,2,-1,0,10-20-2024,/game/6310938
final,Utah Tech,WAC,1,UTRGV,WAC,1,0,0,10-20-2024,/game/6310939
final,San Diego St.,WAC,1,San Jose St.,WAC,0,1,0,10-20-2024,/game/6310941
final,FIU,The American,1,Fla. Atlantic,The American,2,-1,0,10-20-2024,/game/6310943
final,California Baptist,WAC,0,Seattle U,WAC,1,-1,0,10-20-2024,/game/6310942
final,Missouri St.,MVC,2,Bowling Green,MVC,1,1,0,10-20-2024,/game/6310944
final,UNLV,WAC,0,Grand Canyon,WAC,0,0,0,10-20-2024,/game/6310945
final,Maryland,Big Ten,1,UCLA,Big Ten,1,0,0,10-21-2024,/game/6309599
final,Stanford,ACC,1,Pacific,WCC,1,0,0,10-21-2024,/game/6310946
final,Washington,Big Ten,2,LMU (CA),WCC,0,1,0,10-21-2024,/game/6311280
final,Gardner-Webb,Big South,3,UAB,AAC,2,1,0,10-22-2024,/game/6310948
final,Duquesne,Atlantic 10,1,Northern Ky.,Horizon,0,1,0,10-22-2024,/game/6310950
final,California,ACC,4,Saint Mary's (CA),WCC,2,1,0,10-22-2024,/game/6310947
final,Presbyterian,Big South,1,UNC Asheville,Big South,2,-1,0,10-22-2024,/game/6310404
final,Furman,SoCon,2,Wofford,SoCon,0,1,0,10-22-2024,/game/6310605
final,Campbell,CAA,1,Winthrop,Big South,0,1,0,10-22-2024,/game/6310957
final,Detroit Mercy,Horizon,1,Western Mich.,MVC,4,-1,0,10-22-2024,/game/6310954
final,Fordham,Atlantic 10,0,Princeton,Ivy League,1,-1,0,10-22-2024,/game/6310955
final,NJIT,America East,2,Drexel,CAA,1,1,0,10-22-2024,/game/6310956
final,Clemson,ACC,6,USC Upstate,Big South,0,1,0,10-22-2024,/game/6310952
final,South Fla.,AAC,1,Hofstra,CAA,3,-1,0,10-22-2024,/game/6310951
final,Michigan St.,Big Ten,0,Michigan,Big Ten,0,0,0,10-22-2024,/game/6309570
final,Davidson,Atlantic 10,8,JWU (Charlotte),IND,0,1,0,10-22-2024,/game/6310953
final,UAlbany,America East,3,Colgate,Patriot,1,1,0,10-22-2024,/game/6310964
final,Wright St.,Horizon,3,Bellarmine,ASUN,2,1,0,10-22-2024,/game/6310963
final,Louisville,ACC,4,Milwaukee,Horizon,0,1,0,10-22-2024,/game/6310962
final,Lafayette,Patriot,4,Stony Brook,CAA,2,1,0,10-22-2024,/game/6310961
final,Duke,ACC,5,Queens (NC),ASUN,0,1,0,10-22-2024,/game/6310960
final,Notre Dame,ACC,5,UIC,MVC,0,1,0,10-22-2024,/game/6310959
final,Loyola Chicago,Atlantic 10,4,Olivet Nazarene,IND,1,1,0,10-22-2024,/game/6310958
final,Iona,MAAC,1,Marist,MAAC,0,1,0,10-23-2024,/game/6310966
final,DePaul,Big East,2,Marquette,Big East,2,0,0,10-23-2024,/game/6310965
final,Villanova,Big East,3,Georgetown,Big East,3,0,0,10-23-2024,/game/6310968
final,Siena,MAAC,1,Canisius,MAAC,1,0,0,10-23-2024,/game/6310969
final,William & Mary,CAA,2,NC State,ACC,4,-1,0,10-23-2024,/game/6310970
final,UC Davis,Big West,1,CSU Bakersfield,Big West,0,1,0,10-23-2024,/game/6310967
final,Sacred Heart,MAAC,3,Saint Peter's,MAAC,1,1,0,10-23-2024,/game/6310972
final,Manhattan,MAAC,4,Quinnipiac,MAAC,2,1,0,10-23-2024,/game/6310973
final,Missouri St.,MVC,0,Saint Louis,Atlantic 10,0,0,0,10-23-2024,/game/6310971
final,UCF,Sun Belt,2,Kentucky,Sun Belt,1,1,0,10-23-2024,/game/6310974
final,Coastal Carolina,Sun Belt,2,Old Dominion,Sun Belt,3,-1,0,10-23-2024,/game/6310976
final,Harvard,Ivy League,1,Stonehill,NEC,2,-1,0,10-23-2024,/game/6310978
final,West Virginia,Sun Belt,2,Georgia St.,Sun Belt,1,1,0,10-23-2024,/game/6310979
final,Merrimack,MAAC,2,Fairfield,MAAC,2,0,0,10-23-2024,/game/6310981
final,Akron,Big East,3,Creighton,Big East,0,1,0,10-23-2024,/game/6310982
final,Butler,Big East,5,Xavier,Big East,1,1,0,10-23-2024,/game/6310983
final,Elon,CAA,0,Charlotte,AAC,2,-1,0,10-23-2024,/game/6310985
